"","species_name","classifications"
"3264","Zanthoxylum_clava-herculis","Adaptable Survivor"
"3265","Zanthoxylum_fagara","Common"
"3266","Zanthoxylum_flavum","Relict"
"3267","Zanthoxylum_rhoifolium","Relict"
"3268","Zanthoxylum_schinifolium","Classically Rare"
"3269","Zanthoxylum_simulans","Environmentally Rare"
"3270","Zea_mays","High Invasive Potential"
"3271","Zieria_smithii","Adaptable Survivor"
"3272","Zinnia_angustifolia","Common"
"3273","Zizia_aurea","High Invasive Potential"
"3274","Ziziphora_clinopodioides","Common"
"3275","Ziziphus_jujuba","Adaptable Survivor"
"3276","Zygophyllum_fabago","Adaptable Survivor"
